"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 18:00","2019","09","01","18:00","16.6","","12.4","","76","","12","","9","","16.1","","88.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 19:00","2019","09","01","19:00","15.7","","12.4","","80","","12","","3","","16.1","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 20:00","2019","09","01","20:00","15.4","","12.7","","83","","35","","10","","11.3","","88.95","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 21:00","2019","09","01","21:00","14.9","","12.8","","87","","34","","8","","16.1","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 22:00","2019","09","01","22:00","14.1","","12.6","","91","","34","","18","","11.3","","88.91","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-01 23:00","2019","09","01","23:00","11.4","","9.7","","89","","3","","9","","11.3","","88.87","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 00:00","2019","09","02","00:00","10.7","","9.8","","94","","33","","7","","16.1","","88.85","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 01:00","2019","09","02","01:00","12.7","","10.5","","86","","36","","1","","8.1","","88.88","","","","","","Thunderstorms,Moderate Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 02:00","2019","09","02","02:00","12.9","","11.8","","93","","21","","10","","11.3","","88.79","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 03:00","2019","09","02","03:00","12.8","","11.7","","93","","30","","5","","11.3","","88.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 04:00","2019","09","02","04:00","11.8","","10.8","","94","","35","","19","","8.1","","88.87","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 05:00","2019","09","02","05:00","11.6","","10.4","","92","","34","","17","","16.1","","88.91","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 06:00","2019","09","02","06:00","11.8","","10.1","","89","","35","","19","","32.2","","88.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 07:00","2019","09","02","07:00","12.3","","9.3","","82","","34","","22","","64.4","","89.06","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 08:00","2019","09","02","08:00","13.0","","8.1","","72","","34","","28","","48.3","","89.09","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 09:00","2019","09","02","09:00","12.4","","8.1","","75","","33","","18","","48.3","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 10:00","2019","09","02","10:00","14.2","","7.3","","63","","32","","18","","48.3","","89.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 11:00","2019","09","02","11:00","13.8","","7.4","","65","","31","","9","","48.3","","89.22","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 12:00","2019","09","02","12:00","16.5","","8.0","","57","","25","","11","","48.3","","89.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 13:00","2019","09","02","13:00","18.0","","8.8","","55","","25","","17","","48.3","","89.20","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 14:00","2019","09","02","14:00","20.2","","7.9","","45","","28","","9","","48.3","","89.20","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 15:00","2019","09","02","15:00","20.8","","9.1","","47","","33","","8","","48.3","","89.17","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 16:00","2019","09","02","16:00","20.6","","8.3","","45","","4","","8","","48.3","","89.16","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 17:00","2019","09","02","17:00","21.0","","8.3","","44","","36","","9","","48.3","","89.18","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 18:00","2019","09","02","18:00","19.9","","8.7","","48","","6","","11","","48.3","","89.19","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 19:00","2019","09","02","19:00","17.0","","8.4","","57","","7","","12","","64.4","","89.23","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 20:00","2019","09","02","20:00","16.2","","7.7","","57","","11","","7","","64.4","","89.27","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 21:00","2019","09","02","21:00","15.4","","7.3","","58","","11","","8","","24.1","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 22:00","2019","09","02","22:00","14.0","","7.2","","63","","17","","9","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-02 23:00","2019","09","02","23:00","14.3","","7.0","","61","","21","","4","","24.1","","89.35","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 00:00","2019","09","03","00:00","12.5","","6.8","","68","","19","","8","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 01:00","2019","09","03","01:00","10.6","","7.7","","82","","","","0","","24.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 02:00","2019","09","03","02:00","10.5","","7.4","","81","","36","","3","","24.1","","89.36","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 03:00","2019","09","03","03:00","9.6","","6.3","","80","","36","","2","","24.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 04:00","2019","09","03","04:00","9.5","","6.6","","82","","23","","9","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 05:00","2019","09","03","05:00","7.9","","5.7","","86","","19","","3","","32.2","","89.33","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 06:00","2019","09","03","06:00","10.4","","6.4","","76","","25","","14","","64.4","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 07:00","2019","09","03","07:00","10.4","","6.3","","75","","20","","13","","48.3","","89.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 08:00","2019","09","03","08:00","13.3","","7.7","","68","","19","","4","","48.3","","89.34","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 09:00","2019","09","03","09:00","16.2","","9.2","","63","","16","","6","","48.3","","89.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 10:00","2019","09","03","10:00","19.7","","8.2","","47","","33","","8","","48.3","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 11:00","2019","09","03","11:00","21.0","","7.6","","42","","1","","7","","48.3","","89.33","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 12:00","2019","09","03","12:00","22.3","","6.2","","35","","7","","9","","48.3","","89.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 13:00","2019","09","03","13:00","23.0","","4.8","","30","","1","","7","","48.3","","89.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 14:00","2019","09","03","14:00","23.9","","5.1","","29","","36","","2","","48.3","","89.15","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 15:00","2019","09","03","15:00","24.2","","5.3","","29","","13","","12","","48.3","","89.08","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 16:00","2019","09","03","16:00","24.9","","3.9","","25","","14","","11","","48.3","","89.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 17:00","2019","09","03","17:00","24.8","","5.4","","28","","17","","14","","48.3","","88.99","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 18:00","2019","09","03","18:00","22.6","","5.5","","33","","13","","11","","48.3","","88.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 19:00","2019","09","03","19:00","20.8","","7.2","","41","","11","","13","","48.3","","88.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 20:00","2019","09","03","20:00","19.6","","7.0","","43","","14","","13","","24.1","","88.91","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 21:00","2019","09","03","21:00","19.3","","7.0","","44","","18","","9","","24.1","","88.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 22:00","2019","09","03","22:00","18.5","","7.2","","47","","18","","8","","24.1","","88.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-03 23:00","2019","09","03","23:00","17.0","","8.2","","56","","15","","7","","24.1","","88.78","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 00:00","2019","09","04","00:00","16.1","","8.5","","61","","18","","6","","24.1","","88.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 01:00","2019","09","04","01:00","14.5","","8.8","","68","","18","","8","","24.1","","88.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 02:00","2019","09","04","02:00","13.7","","8.7","","71","","21","","8","","24.1","","88.63","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 03:00","2019","09","04","03:00","12.7","","8.5","","75","","20","","5","","24.1","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 04:00","2019","09","04","04:00","12.1","","8.6","","79","","29","","6","","24.1","","88.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 05:00","2019","09","04","05:00","14.9","","6.2","","56","","33","","24","","16.1","","88.56","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 06:00","2019","09","04","06:00","13.0","","6.4","","64","","35","","17","","32.2","","88.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 07:00","2019","09","04","07:00","16.6","","7.7","","55","","32","","17","","64.4","","88.57","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 08:00","2019","09","04","08:00","16.7","","7.1","","53","","32","","19","","64.4","","88.66","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 09:00","2019","09","04","09:00","19.0","","6.8","","45","","28","","24","","64.4","","88.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 10:00","2019","09","04","10:00","21.4","","6.0","","36","","29","","28","","64.4","","88.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 11:00","2019","09","04","11:00","22.2","","5.3","","33","","33","","22","","64.4","","88.77","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 12:00","2019","09","04","12:00","23.5","","5.7","","31","","34","","28","","64.4","","88.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 13:00","2019","09","04","13:00","23.9","","6.3","","32","","35","","26","","48.3","","88.81","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 14:00","2019","09","04","14:00","24.3","","5.6","","29","","31","","18","","48.3","","88.82","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 15:00","2019","09","04","15:00","24.7","","7.1","","32","","35","","15","","48.3","","88.84","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 16:00","2019","09","04","16:00","22.6","","7.6","","38","","34","","12","","48.3","","88.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 17:00","2019","09","04","17:00","21.9","","7.8","","40","","2","","10","","48.3","","88.86","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 18:00","2019","09","04","18:00","21.3","","8.2","","43","","2","","12","","48.3","","88.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 19:00","2019","09","04","19:00","20.8","","8.1","","44","","5","","6","","32.2","","88.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 20:00","2019","09","04","20:00","19.4","","8.7","","50","","4","","6","","24.1","","89.01","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 21:00","2019","09","04","21:00","18.1","","9.1","","55","","6","","5","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 22:00","2019","09","04","22:00","16.3","","8.6","","60","","19","","7","","24.1","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-04 23:00","2019","09","04","23:00","15.5","","8.7","","64","","18","","4","","24.1","","89.12","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 00:00","2019","09","05","00:00","10.7","","7.6","","81","","2","","5","","24.1","","89.19","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 01:00","2019","09","05","01:00","12.7","","10.4","","86","","1","","35","","24.1","","89.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 02:00","2019","09","05","02:00","11.2","","9.4","","89","","36","","16","","24.1","","89.47","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 03:00","2019","09","05","03:00","11.7","","10.1","","89","","33","","12","","24.1","","89.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 04:00","2019","09","05","04:00","11.1","","9.1","","87","","31","","9","","24.1","","89.59","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 05:00","2019","09","05","05:00","10.8","","8.7","","87","","32","","3","","24.1","","89.65","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 06:00","2019","09","05","06:00","10.6","","7.7","","82","","21","","7","","32.2","","89.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 07:00","2019","09","05","07:00","11.7","","8.6","","81","","34","","3","","48.3","","89.75","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 08:00","2019","09","05","08:00","14.3","","9.4","","72","","36","","1","","64.4","","89.79","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 09:00","2019","09","05","09:00","15.6","","8.9","","64","","32","","5","","64.4","","89.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 10:00","2019","09","05","10:00","16.6","","7.7","","55","","7","","7","","64.4","","89.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 11:00","2019","09","05","11:00","17.6","","8.4","","54","","3","","5","","64.4","","89.86","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 12:00","2019","09","05","12:00","19.3","","8.8","","50","","22","","5","","64.4","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 13:00","2019","09","05","13:00","19.9","","8.1","","46","","13","","10","","64.4","","89.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 14:00","2019","09","05","14:00","21.0","","8.4","","44","","12","","15","","64.4","","89.77","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 15:00","2019","09","05","15:00","21.5","","8.8","","44","","13","","15","","64.4","","89.73","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 16:00","2019","09","05","16:00","21.8","","8.3","","41","","11","","10","","64.4","","89.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 17:00","2019","09","05","17:00","21.6","","7.8","","41","","13","","14","","64.4","","89.67","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 18:00","2019","09","05","18:00","20.3","","8.0","","45","","12","","18","","48.3","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 19:00","2019","09","05","19:00","18.8","","8.1","","50","","11","","19","","32.2","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 20:00","2019","09","05","20:00","17.3","","8.0","","54","","11","","17","","32.2","","89.73","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 21:00","2019","09","05","21:00","16.1","","8.0","","58","","12","","15","","24.1","","89.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 22:00","2019","09","05","22:00","15.1","","7.7","","61","","13","","16","","24.1","","89.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-05 23:00","2019","09","05","23:00","13.8","","7.7","","66","","12","","12","","24.1","","89.79","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 00:00","2019","09","06","00:00","13.1","","7.5","","69","","12","","10","","24.1","","89.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 01:00","2019","09","06","01:00","12.5","","7.3","","71","","13","","10","","24.1","","89.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 02:00","2019","09","06","02:00","11.6","","7.0","","73","","13","","9","","24.1","","89.79","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 03:00","2019","09","06","03:00","11.4","","6.6","","73","","12","","10","","24.1","","89.76","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 04:00","2019","09","06","04:00","11.4","","6.1","","70","","12","","10","","24.1","","89.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 05:00","2019","09","06","05:00","9.9","","6.0","","76","","11","","7","","24.1","","89.68","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 06:00","2019","09","06","06:00","9.2","","5.5","","77","","13","","4","","24.1","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 07:00","2019","09","06","07:00","10.7","","6.6","","76","","17","","10","","48.3","","89.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 08:00","2019","09","06","08:00","12.0","","6.9","","71","","18","","12","","48.3","","89.64","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 09:00","2019","09","06","09:00","14.8","","7.1","","60","","16","","20","","48.3","","89.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 10:00","2019","09","06","10:00","15.7","","8.2","","61","","14","","15","","40.2","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 11:00","2019","09","06","11:00","16.9","","8.8","","58","","21","","14","","40.2","","89.57","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 12:00","2019","09","06","12:00","18.2","","9.2","","56","","19","","14","","40.2","","89.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 13:00","2019","09","06","13:00","18.6","","8.0","","49","","14","","26","","40.2","","89.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 14:00","2019","09","06","14:00","19.1","","8.3","","49","","16","","19","","40.2","","89.49","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 15:00","2019","09","06","15:00","19.1","","9.2","","52","","17","","16","","32.2","","89.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 16:00","2019","09","06","16:00","18.7","","9.4","","54","","18","","17","","32.2","","89.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 17:00","2019","09","06","17:00","18.6","","9.0","","53","","16","","17","","32.2","","89.41","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 18:00","2019","09","06","18:00","17.7","","8.5","","55","","16","","23","","32.2","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 19:00","2019","09","06","19:00","15.6","","9.1","","65","","17","","16","","24.1","","89.43","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 20:00","2019","09","06","20:00","14.6","","10.1","","74","","17","","16","","24.1","","89.46","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 21:00","2019","09","06","21:00","13.9","","10.4","","79","","16","","15","","24.1","","89.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 22:00","2019","09","06","22:00","12.7","","10.6","","87","","16","","16","","24.1","","89.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-06 23:00","2019","09","06","23:00","11.7","","10.5","","92","","17","","9","","24.1","","89.44","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 00:00","2019","09","07","00:00","12.7","","11.7","","93","","16","","9","","11.3","","89.40","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 01:00","2019","09","07","01:00","12.7","","11.7","","94","","16","","14","","4.8","","89.41","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 02:00","2019","09","07","02:00","12.4","","11.5","","94","","18","","14","","3.2","","89.42","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 03:00","2019","09","07","03:00","12.0","","11.3","","96","","19","","16","","2.8","","89.41","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 04:00","2019","09","07","04:00","12.2","","11.5","","95","","20","","17","","2.4","","89.40","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 05:00","2019","09","07","05:00","12.0","","11.3","","96","","19","","12","","2.4","","89.40","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 06:00","2019","09","07","06:00","11.3","","10.6","","96","","23","","10","","4.0","","89.40","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 07:00","2019","09","07","07:00","10.7","","10.1","","96","","24","","8","","3.6","","89.39","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 08:00","2019","09","07","08:00","10.5","","9.9","","97","","23","","11","","1.0","","89.40","","","","","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 09:00","2019","09","07","09:00","11.4","","10.7","","95","","20","","15","","19.3","","89.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 10:00","2019","09","07","10:00","15.3","","11.7","","79","","18","","16","","48.3","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 11:00","2019","09","07","11:00","17.9","","11.2","","64","","21","","18","","48.3","","89.31","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 12:00","2019","09","07","12:00","20.8","","11.5","","55","","18","","18","","48.3","","89.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 13:00","2019","09","07","13:00","22.6","","11.5","","49","","19","","14","","48.3","","89.23","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 14:00","2019","09","07","14:00","22.8","","11.1","","47","","20","","11","","48.3","","89.17","","25","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2019-09-07 15:00","2019","09","07","15:00","24.1","","9.2","","38","","15","","12","","56.3","","89.13","","25","","","","NA"
